[云贝推歌精选] 云贝每周听友推歌精选,清新-流行-华语,介绍：云贝推歌你的热爱值得被听见每周听友推歌实力精选,5739,1776861,50,59
致爱｜着迷于你眼睛，银河有迹可循,华语-流行-浪漫,介绍：于我而言，日月星辉之间，你是第四种难得，是我今生最美的遇见。自从遇见你那一刻，你是我白天黑夜不落的星。说浪漫点，我的世界只有你。,56,8268,39,评论
若把你比作歌 • 你便是那高山流水,华语-夜晚-浪漫,介绍：你就是我的千山万水 人间四季/封面来自@Yuki雪雪,1224,362332,34,20
我将故事写成民谣歌 献给远方的她,华语-民谣-孤独,介绍：在人生的道路上，每个人都是孤独的旅客。 —— 季羡林封面：赵雷,413,87060,37,1
古风 I 红烛多情化着泪 漫漫长夜摧伊人,华语-古风-思念,介绍：淡墨香，倾城颜那一世的天荒地老，轻轻地弹开身上的烟尘，模糊的思绪为你画上一道浅搁，不再是那一世等待在海枯石烂的誓言中，不再是那一世等待在风花雪月的言语里，是谁描绘了人情世故的悲哀，在乱世里蔓延，是谁的残局花季，在长夜中倾诉，是谁的泪水，在流年里飘洒。,11万,7283354,103,260
始于脸红 终于眼红,伤感-华语-流行,介绍：故事不长 相识却爱而不得 求而不得 得非所爱“关于我们，故事也不长，也并不难讲，突如其来的相遇，始料未及的喜欢，猝不及防的再见，毫不留情的离场。喜欢一个人是藏不住的，大概，每个人都会遇到一个不能在一起的人，放手舍不得，坚持又太累，爱而不得时最煎熬。”听闻爱情 十有九悲 不如两清 做回甲乙丙丁“其实我比你更早知道我们不合适，我还是拒绝了所有比你更合适的人，陪你走了一段没有结果的路。”我开始庆幸 你出现在我输得起的年纪世界上最大的遗憾就是：隔着屏幕爱上了， 又隔着屏幕失去了你把你们的故事也留在评论区吧封面来自：一只李丸丸歌单会不定时更新，有推荐的欢迎私信哦,27万,29520924,310,2443
我愿是月，为你再一次圆满,华语-浪漫-治愈,介绍：第一次看到宇宙是与你四目相对的时候/封面来自网络,711,217810,35,9
倘若你喜欢民谣 我也刚好有,华语-民谣-流行,介绍：你爱听民谣，你说民谣有三：远方的姑娘，手里的吉他，南北方，听者有三：手里的香烟，心里的孤独，杯中酒。姑娘是爱情，吉他是梦想，南北方是远方，香烟是记忆，孤独是经历，酒是满满的回忆。回忆是，经历过的事，看过的书，爱过的人,21014,2906127,95,70
夜色温柔｜你未必万丈光芒 但你温暖有光,华语-治愈-夜晚,介绍：世界上最亮的光芒一个是太阳一个是你努力时的模样温柔要有但不是妥协我们要在安静中不慌不忙的坚强但愿以后抬头总有人为你而来关关难过关关过夜夜难熬夜夜熬悄悄崩溃默默治愈才是治愈自己最好的方法,62,15576,45,评论
朴树、许巍、李健、郑钧、老狼、赵雷、陈粒,民谣-摇滚-华语,介绍：愿你出走半生，归来仍是少年,51万,38083736,190,881
中国好声音2022巅峰之夜 歌曲合集,流行-综艺-华语,介绍：由浙江卫视和灿星制作联手打造的大型励志专业音乐评论类节目——安慕希《2022中国好声音》将于8月5日晚20:30在浙江卫视首播。作为国内首屈一指的音乐综艺IP，好声音一直是对年轻人最有号召力的王牌综艺，更是为华语乐坛培养了众多一线歌手，创造了无数耳熟能详的音乐作品。十一载峥嵘历程，好声音初心不忘，8月5日起每周五晚安慕希《2022中国好声音》如期而至，用音乐的力量陪伴大家一起度过这个夏天。,2261,425311,133,2
极致浪漫 | 让人惊艳的台湾小众乐队精选,华语-流行-摇滚,介绍：最近几年出现了太多的台湾宝藏乐队，台湾的乐队总有一种特殊的吸引力。这张单收集了一些在内地名气远远不及五月天和苏打绿的台湾小众乐队，听他们的音乐，有一种深刻的体会，他们的歌声，他们弹奏的旋律，无不呼喊着对音乐的热爱。包括但不限于：告五人康姆士COM’Z 甜约翰 Sweet John椅子乐团 deca joins草东没有派对落日飞车傻子与白痴八三夭Hello NicoHush!老王乐队茄子蛋旺福少年维持的烦恼Tizzy Bac康斯坦的变化球VH......PS：歌单不定期更新，欢迎推荐~,5725,591365,45,28
【emo天花板歌曲】,华语-伤感-夜晚,介绍：水星是离太阳最近的一颗行星 可是他脱离不了轨道 更靠近不了太阳 他想要靠近太阳 却只围绕太阳环行 咫尺远近 却怎么也无法靠近 水星记我听烂了 我听不懂 你也不懂 。,58740,5347963,134,313
华语R&B|和喜欢的人一起听歌就有双倍的快乐,华语-流行-R&B/Soul,介绍：初春的时候，我念及起层林尽染的山谷。盛夏的时候，我偏爱着堆银砌玉的白雪。我这样一个贪心的人，总是诵读着不合时宜的美好，却好运地、合时宜地和你拼凑到一起。和你在一起，当下即永恒。,14987,1252815,92,42
一路向北｜永远年轻 永远热泪盈眶,华语-摇滚-浪漫,介绍：愿此去前程似锦再相逢依旧如故永远热泪盈眶的在路上青春不散场我们不说再见愿你一直都是少年永远对生活充满期待永远年轻永远热泪盈眶-----------------------✂-------------月亮藏不住的小情绪2022.6.24,2191,329480,31,4
华语 | 90后回忆杀 好听却不知道歌名,华语-流行-90后,介绍：“ 我发呆的时候常常会想，什么样的人会和我有以后. 就像你听完一首歌，很好听来不及保存转眼就忘了... ”,13564,2531607,271,28
隔壁老樊/枯木逢春/解忧邵帅/尚士达/颜人中,华语-民谣-安静,介绍：喜欢歌单的可以点个关注哟隔壁老樊/枯木逢春/解忧邵帅/尚six/颜人中每人收集了前几首按顺序排列，都是最新流行歌曲，不要讨论，此歌单不是民谣歌单，只是觉得安静！勿喷，个人认为好听！不喜欢可绕道，首发新歌每天都会置顶.（欢迎收藏，勿侵！持续更新中....）歌单制作：小攀哟歌单创建：2018.7.28歌单完善：2019.5.6歌单修改：2019.7.25歌单更新：每天更新中…,91万,88595816,138,926
冬恋❥你的温柔•寒冬中永恒的暖阳,华语-流行-浪漫,介绍：我在黄昏写上一封信，载着落日的余晖和银河的浪漫，寄给温柔本身。愿有岁月可回首，且以深情共白头。—— 冯唐,16,1682,30,1
“平凡的民谣”你也是我眼里的光✰,华语-民谣-治愈,介绍：把平凡的事做好，就是不平凡，把简单的事做好，就是不简单，人生没有白走的路，每一步坎坷都算数，只有尝尽人生百味之后才会更加生动。调整好心态，生活处处是阳光。错过了落日余晖，也可以期待满天繁星。你走过路，不管是苦的还是咸的，路的尽头终会是温柔和月光。,1677,329870,50,9
古风 | 花有重开日 人无再少年,华语-古风-伤感,介绍：“ 花有重开日，人无再少年 ”译：花儿即使凋谢，第二年又能再次盛开，而人却不同，过一天就少一天，少年时光一去不复返啊！封面源自网络,2245,273128,56,8
画面感超强♡闭上眼会有属于你的MV,华语-流行-感动,介绍：闭上眼听 会有属于你的MV那些回忆里的声音那些全是故事的歌词……/封面来自网络,2264,320156,47,7
华语经典电视剧主题曲集,华语-影视原声-90后,介绍：经典的电视剧主题曲，听到这些弦律，就会想起那些情节……,121,9567,159,评论
华语无前奏 | 至纯清音，人间救赎,治愈-放松-华语,介绍：最真实的心动，从来不需要任何铺垫~纯人声乐句开头，演绎极致的情感表达，无前奏的简短吟唱，聆听最纯粹的曲调，注：封面图来源网络~,3,402,38,评论
一个双子座的听歌列表,华语-流行-治愈,介绍：双子座的人喜爱变化，不可能同一时间只做一件事情，五时花六时变，心不在焉；虽然拥有些小聪明，但不专一，往往流于肤浅，持久力又低，成功很难，可以说是理性但不安的星座。,69178,28860986,352,647
终于找到红遍大街小巷的民谣歌曲了,华语-民谣-经典,介绍：民谣有三: 爱情 理想 远方 听者有三:孤独 平庸 落魄歌单内会有耳熟能详的歌 也会有一些冷门好听的民谣。不定时更新，有好听的歌曲可以在评论留言。封面：程璧,2133,386541,46,15
说唱｜意难平终将和解,华语-孤独-说唱,介绍：我以前经常用拉黑来结束一段感情 但拉黑过后的每一刻心都会像被蚂蚁啃食一样难熬 翻遍各种社交软件偷看对方动态 忍住每隔一段时间就想要加回好友的念头 就这样反反复复 永远也不可能忘掉的 所以现在反倒觉得 放下一个人的最好方式就是什么也不做,21273,1577858,147,89
艾福杰尼版权回归云村|经典说唱作品合辑,华语-说唱-兴奋,介绍：知名rapper艾福杰尼版权回归！传奇专辑《楼兰》《泥巴小子》《五亿探长》重新上线，来听最纯正的Hiphop>>>,1504,113461,30,185
约会在星期天晚上 氛围感拉满,华语-摇滚-浪漫,介绍：嘘 浪漫无需多言烛光晚餐二位请慢用,34419,2928999,32,133
民谣｜不负春光，持续野蛮生长,华语-治愈-民谣,介绍：春光开始灿烂，就如民谣带给你满满散发的灿烂时光。民谣听的是岁月流动，歌单选择了适合春天的民谣歌曲，一起去追逐好春光吧。,9209,1780198,46,12
『忏悔录』emo走心励志旋律情歌中文说唱,华语-说唱-流行,介绍：歌单收录了各种风格的中文说唱 好歌又不是感冒灵 不一定要999+ 带你发掘那些国产rapper的宝藏歌曲喜欢歌单的可以收藏关注不迷路 好听到可以单曲循环 歌单持续更新中～,11953,1067942,122,70
民谣有三样： 爱情，理想，远方。,华语-民谣-放松,介绍：“请你在春天到来的时候 轻轻歌唱 唱一首关于冬天的歌谣 漫漫长长 鸽子啊 我在你温暖的路上”,96,17455,29,2
【古风】听一遍绝对不会后悔的好听古风歌单,古风-华语-流行,介绍：12月份继续更新【又藏了好多好听的歌曲想和你们分享】【12月24号歌单开始更新】这次新添加的歌曲有你们喜欢的嘛精心筛选古风女生/男生好听的音乐，若喜欢歌单里面的歌曲求收藏哦，你的收藏就是对我最大的鼓励，非常感谢。本歌单收藏好听的古风女/男音，每一首作者都有亲身试听过，质量有保证，只为给你不一样的听歌体验，歌单歌曲非常适合列表循环也适合随机播放更适合单曲循环，保证每一首都很好听，会慢慢找歌曲更新的，可能不会经常更新，望理解，有什么问题可以在评论区提出来也可以私信我，欢迎你们推荐好听的古风歌曲。这个歌单我会持续更新的。,29898,2272749,237,180
古风国韵：那些惊艳时光的诗词歌赋,古风-民族-华语,介绍：一跺一踏2000年戏曲的气势一瞥一笑是3000年国舞的风华宫商角徵羽构成4000年音乐的基调这一撇一捺更是超越5000年的人文传承盘古开天，仓吉造字，这上下何止五千年“远离繁杂的都市在这跨越千年的历史中漫步”图：《阴阳师》花鸟卷,1859,149850,63,9
「古风」人间有味是清欢 未妨惆怅是清狂,华语-古风-夜晚,介绍：细雨斜风作晓寒淡烟疏柳媚晴滩入淮清洛渐漫漫雪沫乳花浮午盏蓼茸蒿笋试春盘人间有味是清欢重帏深下莫愁堂卧后清宵细细长神女生涯原是梦小姑居处本无郎风波不信菱枝弱月露谁教桂叶香直道相思了无益未妨惆怅是清狂封面画师：微博ID眠狼,19万,10356006,193,621
民谣小酒馆 当孤独成为习惯,华语-民谣-孤独,介绍：如果有来生，要做一棵树，站成永恒，没有悲欢的姿势。一半在土里安详，一半在风里飞扬，一半洒落阴凉，一半沐浴阳光，非常沉默非常骄傲，从不依靠 从不寻找。作者：三毛封面：房东的猫 王心怡,4915,966431,40,9
情歌300首｜总有一首情歌让你心酸,华语-流行-治愈,介绍：有人说：世界上唯有爱和咳嗽是藏不住的，可是失去的爱，需要拼命挽留的爱已经是难以愈合的伤疤，只能慢慢让它静静的带着，直到忘却，开始新的感情。高烧之后你体内又多了一份新的抗体，血液细胞也都换过一遍了，你也可以重新开始一段新的感情。,72044,15998080,300,150
华语‖一听就忍不住想哭的歌①,华语-流行-伤感,介绍：【 你一听就 emo 的歌是哪一首？】《emo歌曲集》PS: 这个系列歌单已经有②和③还有『欧美』『日韩』部分了，如果你觉得没有某首歌，可以去那几个歌单先看看，都没有的话，可以在评论区留言哟～----更新于2022.6,52万,40992556,127,2783
无暇不出°最好的歌只想给最爱的你~,华语-流行-快乐,介绍：优质歌单无暇不出只给我最最喜欢的你听/封面来自@茶阿栗,648,164105,40,11
民谣与诗|生活不止眼前苟且还有诗和远方,华语-民谣-怀旧,介绍：生活不止眼前的苟且，还有诗和远方！喜欢的朋友收藏关注一下哟！谢谢大家！感谢聆听！封面：来自官方爸爸的图！,9,460,150,评论
熬夜和想你，我都该戒掉了,华语-流行-伤感,介绍：命运似乎是一个轮回，在一次次的偶然下，平行线交叉，再平行，故事始终有"然后"，可后来的我们，都学会如何去爱了吗？如果当时你没走，后来的我们会不会不一样。或许，我们每个人都想回到故事最开始的地方。封面：周冬雨By：朩朩青尘,47万,48710900,133,2425
热歌集 | 乐观和爱才是生活的解药,华语-流行-治愈,介绍：愿世俗多点温柔，愿你少点难过生活的自由，不仅仅是要追求物质的丰盈，还应包括，慢慢变好，拥有更多选择权的自己。与其指望遇到一个谁，不如指望自己能吸引那样的人；与其指望每次失落的时候会有正能量温暖你，不如指望自己变成一个正能量的人；与其担心未来，还不如现在好好努力！,4481,1209387,126,5
民谣 | 哪一首陪伴你度过失眠的夜晚,华语-民谣-孤独,介绍：听民谣的人最典型的情绪有三个：无助，孤独，彷徨。你爱听民谣，你说民谣有三：远方的姑娘，手里的吉他，南北方，听者有手里的香烟，心里的孤独，杯中酒。姑娘是爱情，吉他是梦想，南北方是远方，香烟是记忆，孤独是经历，酒是满满的回忆。回忆是，经历过的事，看过的书，爱过的人。封面：程璧,5619,1094168,48,11
超好听的降速歌曲,华语-流行-伤感,介绍：“总有一个人的出现，让你觉得人间值得”,41307,3353667,200,103
精选优质翻唱丨宝藏Cover合集,翻唱-华语-治愈,介绍：进来就留下你的故事和文案吧生活明朗，万物可爱，人间值得，万物可爱愿你平安喜乐，万事胜意好听的歌曲也可以分享给我投稿的话可加V 891999890,21万,35461936,363,661
新年快乐！2023新年必备歌单,华语-流行-快乐,介绍：农历2023年春节的日期：2023年01月22日 新年辞旧岁，祝你在新的一年里，有新的开始，有新的收获，新年快乐，万事如意 烟火赴新年！星星落下要三秒，月亮升起要一天，地球公转要一年，想一个人要二十四小时，爱一个人要一辈子，但一句贴心祝福只要一秒：新年快乐！,12,460,24,评论
那些歌词里的欲言又止。,华语-流行-伤感,介绍：只靠一个人去维系的感情注定是不能长久的吧。后来啊，山盟海誓再也感动不了我，你不认真我便不当真。错的人就是错的人，从来不会因为你能忍，或者能熬多点时间，就变成对的人。总是要等到过了很久，总是要等到退无可退，才知道我们曾亲手舍弃的东西，在后来的日子里，再也遇不到了。,44523,7442015,1303,166
2022超好听的爆火歌曲推荐(持更) ,华语-流行-伤感,介绍：有个歌曲希望你听不懂，有些经历希望你不必亲身体验。“我就是那种什么事都往坏处想的人 毕竟提前失望总好过突然失望”很多事情最后都不是解决了，而是算了吧,57,5899,202,评论
独享时光 | 独处是一个人的清欢,华语-流行-放松,介绍：人生来就是孤独的，没有谁可以永远陪在我们身边，一个人的时候，我们要更好好的爱自己，享受独处时光带来的惊喜。,17906,2756408,48,36
别急甜甜的恋爱马上就轮到你了,华语-浪漫-说唱,介绍：你相信吗未来要和你共度一生的那个人其实在与你相同的时间里 也忍受着同样的孤独那个人一定也怀着满心的期待马不停蹄地赶来和你碰面,6482,806737,177,133
歌词唱透了心声，回忆模糊了眼眸,华语-经典-伤感,介绍：当青春变成旧照片，当旧照片变成回忆，当我们终于站在分叉的路口，孤独，失望，彷徨，残忍，上帝打开了那扇窗，叫做成长的大门。——郭敬明青春盛开的地方，总有故事在滋长，记忆温暖的时光，总有一抹相思情长，跨的过思念的城墙，却走不进被岁月搁浅的心房。歌词唱透了心声，回忆模糊了眼眸，曾经的一切此刻都幻化成了回忆，我在没有你的世界里继续爱你。By：朩朩青尘,64万,68510792,513,2678
贵州音乐：民歌／乐队／说唱/2022总汇,民谣-民族-华语,介绍：贵州的民歌，音乐人，乐队，方言说唱，山歌集锦一起走进这个多彩贵州……,18,5819,2553,评论
冬至渐暖•待到春梅开 冰雪也清心✨,华语-流行-治愈,介绍：冬天真好啊，穿着大大的棉衣，喝热热的奶茶，看落日的余晖，吹温柔的晚风，这一切都温柔得刚刚好。无论我蜷缩在屋子里，还是远在另一个地方的冬天。纷纷扬扬的雪，都会落在我正在经历的一段岁月里。,10,5664,30,评论
华语经典老歌 |百听不厌系列 ,华语-流行-经典,介绍：这些曾流传在耳边的老歌无论何时何地响起总是能跟着哼唱起来！气氛升华！记忆油然而生！哪一首歌的歌词让你印象深刻呢？你说歌词大家一起来猜歌名～,10050,1705027,110,35
吴侬软语 江南小调（苏州话上海话）,华语-夜晚-浪漫,介绍：老两口在上海上学四年，耳濡目染，对吴语，沪语有着极强的亲近感，亦怀念小桥流水人家的江南烟雨，因此用心收集了我们比较欣赏的江浙方言的曲子，与大家共享。,30865,1526151,1235,151
银临古风歌曲精选收录,古风-流行-华语,介绍：弦断 曲尽 何人续，雨中 相遇 浅笑兮。酉水河畔临江仙，寻其人，寄于情；其如飞蛾扑火，虽千万人吾往矣。茔茔蔓草，岁岁不老；风雨如晦，死生为谁。终南有坟，名不老。腐草已化萤，蚍蜉欲渡海，而此心如一。梦回依稀尘世辗转，相遇在咫尺的时空。,4074,243657,142,37
那些年听过最温情动听的歌,华语-浪漫-怀旧,介绍：不知道为什么，这个快餐时代，我更愿意去听那些年留在时光里的动听的声音.那么温情那么动听.老歌之所以动听，或许是因为听的时候，想到了过去自己的美好回忆吧.,22,1939,46,评论
很遗憾，有些人相识相知又归零,华语-伤感-思念,介绍：永远都要记住，两个不合适的人，即便重来一万次，还是不合适，结局还是分开。所以，不要再纠结过去，不要把时间花费在悲的重演上，不要把感情浪费在一个错的人身上。,13,952,166,评论
说唱派对 | emo走心励志伤感旋律中文说唱,华语-说唱-网络歌曲,介绍：歌单收录了各种风格的中文说唱，好歌又不是感冒灵，不一定要999+，带你发掘那些国产rapper的宝藏歌曲。科技感x未来感的宇宙战舰，邂逅浪漫无垠浩瀚星河，探索独一无二的行星跳跃，各位歌手将会踏上怎样的旅途呢？行星之旅即将出发，不要错过！喜欢歌单的可以收藏关注不迷路 好听到可以单曲循环 歌单持续更新中～,4766,516875,121,10
雨会停雾会散总要跟过去说再见l温柔男声,华语-流行-浪漫,介绍：我想和你拥有一个很长很长的未来，很想和你得到所有人的祝福，很想陪你走完你的一生，彼此温暖互不辜负，,19万,22638298,629,864
【失恋中】爱上你是一个错,华语-伤感-说唱,介绍：人生必须自己走过，才能感觉到脚上的泡和看过的风景，别人不管怎么说，都是遥远，事不关己——李筱懿,3539,5146873,100,5
10W热评好听的华语经典,华语-流行-经典,介绍：10w热评的华语音乐，好不好听这个就仁者见仁智者见智了，毕竟每个人的审美不一样，但是人气这样，绝对是标都,226,24405,107,评论
暮色正浓｜想你时 音乐与气味都是时光机,华语-夜晚-治愈,介绍：气味和旋律比任何言语描绘都要坚贞你知道普鲁斯特效应吗？每次听到或闻到某个特定时期的气味旋律时记忆就可以被一下子拉了回去我会想到当时的人和事仿佛我现在身处于过去时间也是有声音的每次听到很熟悉的音乐就会把思绪拉到很久以前的某一天尽管回不去了你也不能停下生活也还要继续,105,27823,45,评论
冬天很冷 你的心也是『中文/0.8x』,华语-流行-伤感,介绍：无爱真的一身轻吗，可是看到别人幸福我也会羡慕,13803,941751,93,95
刘森 华北浪革 无边界音乐,华语-另类/独立-摇滚,介绍：有的没的艺术创作者风格飘忽不定主要是看心情刘森/华北浪革/无边界音乐/BearDing/宫保熊丁/秋秋叶—————————————————————对于《县城》这首歌，我有很多话想说，却也不知如何说起。此刻我作为听众又安静地听了几遍，还看了网友混剪的视频，今天想絮叨一次。没想过会有那么多人用这首歌当背景音去做视频，也许它给了那些视频某种契合的“缘分”，让影音结合成了更立体的产物。虽然从未有过和听者的直接沟通，但那些图片和视频一直在给我反馈，不论何种角度和出发点，都在升华着我心中未曾想过的“烟火”，也许这种交流还会继续。创作是生活中一件具体的琐事，我和吴鞑靼的上下两段风格迥异的文字组成了歌词，我站在他笔下的“千层山”上望向了故乡的天空，以抒发情绪构筑画面为目的的编曲思路决定了这首歌的样貌。和我合作过的职业乐手王宇，一反他常做的音乐风格手法，在这首歌的演奏和混音处理上，让我看到了他的另一面。我开玩笑跟他说过，“你的根音推动到底，一直到我神经底”。1分52秒左右，那贝斯粗糙的摆动声，就在大声撬动着这首歌的灵魂。也许我是歌里的木吉他，站在路边，在喧嚣中哼唱，直到那个不算短的间奏，望着一个又一个江湖儿女交错向我走来，这里不需要令狐冲，也可以汇聚成五霸岗。我很喜欢这个编曲，我更希望它不是用来听，而是可以闭上眼去看的。第一次尝试创造音频中的画面感，回想当时还是有难以形容的冲动和热情。“县城”不是城，是我们的曾经，是自己在繁华与寂寞的争斗中，来来回回行走的过程，是从脚底到心头，很难轻易摆脱的路。其实我是喜欢大声唱歌的，歌曲前段还在努力洒脱，后面渐渐衰落，不够清楚的含糊状和褪下去的迟暮，也许不是我唱歌的本色，反而觉得在某种程度上，表达了生活的本色，也是我的一种性格。中国人的乡愁是回头看，中国人的奋进是向前冲。创作歌曲挺有意思的，是我某些意识和内在驱动来源。做音乐是另外一件事，以后再说。作为一首歌，一首音乐作品，《县城》不够美好，作为我心中的一次表达，一次情感的输出，它足够了。我很爱它，爱这里的一切。——刘森,3572,249936,27,33
【单曲循环】女生一定要听的甜甜的歌,华语-流行-浪漫,介绍：歌单小更新：2022.12.21~甜到爆表~心情变好~生活其实很甜~虽然有时候会有阴天~但乐观的人会相信~彩虹就在眼前~让幸福和甜甜的歌于你相伴~每天都要甜甜的哦歌单会持续更新的哦〖收录华语/韩语/英文甜甜女生的歌〗歌单支持歌曲投稿，有好听甜甜的歌曲欢迎推荐，私信我或者写在评论区，我看到了就会回复的哦听从粉丝意见，把之前歌单删除的歌曲恢复了歌单近期更新时间：2022.10.29【又添加了一些新歌曲，快看看有没有你喜欢的吧】,16万,17585696,348,1079
摇滚夏日颂°｜少年心气，无畏青春,华语-摇滚-快乐,介绍：总有一个夏天，会有一支乐队，至少会有一首歌，能让你躁起来吧，哪怕只是跟着鼓点晃晃头。花一般的年纪与悸动，每每想起那段情窦初开，又热血沸腾的青春岁月。那真是一个特别纯粹的年代，每个人都有着一张年轻不经任何修饰的面孔，和一颗自由火热的心。不需要去攀比什么，因为大家都一无所有；也不需要去烦恼什么，因为有着大把的青春年华可以去尽情挥霍，就像摇滚一样无畏无惧，热血沸腾。而每一个夏天都是属于摇滚乐的，那些音乐节上的难忘瞬间，那些在livehouse挥洒着热情、汗水与啤酒难忘夜晚，那些午夜穿过的大街小巷，都是我们曾经燃烧过的青春、热血和梦想，也见证了我们曾经奋力过、沸腾过、为自己努力活过。在漫长岁月里，摇滚乐依然给我们力量、启迪与陪伴。来吧，我的朋友们，不需要为学业苦苦烦恼，也不需要为职场的内卷感到无力，我觉得，活着就应该自由，无论身体上还是精神上都应该自由，别禁锢它。,10万,7848465,260,232
华语超好听的古风合集 （精选更新）,华语-古风,介绍：情不知所起一往而深未曾相见相知，却如此熟悉也许是缘定三生三世 再续前缘初赏人间烟火，愿能与君共伴月下舞整理：陈穆泽封面：源自网络图片,3391,382601,110,29
华语经典｜怀旧音乐时光机,华语-怀旧-经典,介绍：欢迎尊贵的你乘坐888号豪华时光机。准备好了吗?他将带你穿越回到过去的时空旅行，带你回味时光沉淀的那份美好熟悉旋律。青春在老歌中唤醒，承载着那个年代的甜蜜回忆...,15567,2827887,172,31
好听到单曲循环哟,华语-流行-伤感,介绍：喜欢歌单的可以点个关注哟当你在网易云翻着评论，却不留下一个字无非是想找一个替你讲故事的人失恋必听歌单：没有一个人...封面：ZXANDREY创建者：小攀哟歌单创建：2019.4.9歌单修改：2019.8.27歌单完善：2019.11.15歌单更新更新中..,17万,30897454,205,298
诠释摇滚 | 放肆宣泄这该死的青春,华语-摇滚-兴奋,介绍：让我喜欢摇滚乐的，就是存在着另一种生活的可能性。而这种可能性，不是父母教给你的，老师教给你的，而是你独立去得出来的。这种生活的经验是你自己独立得到的，而不是别人教给你的。你通过思考来总结出自己的生活经验，我觉得这是摇滚乐当年最刺激我的地方！,19,2145,51,评论
浪漫摇滚｜康姆士，落日飞车，告五人，棱镜,华语-摇滚-浪漫,介绍：想要变成雨后彩虹的颜色，因为它真的很美。太多放不下，自然成负担，理想你越多，现实就骨感。所有的爱与不爱都是妄想。花一般的年纪与悸动，每每想起那段情窦初开，又热血沸腾的青春岁月。那真是一个特别纯粹的年代，每个人都有着一张年 轻不经任何修饰的面孔，和一颗自由火热的心。不需要去攀比什么，因为大家都一无所有;也不需要去烦恼什么，因为有着大把的青春年华可以去尽情挥霍，就像摇滚一样无畏无惧，热血沸腾。,89817,5952964,259,764
旅行丨曾梦想仗剑走天涯，看一看世界的繁华,华语-旅行-放松,介绍：有人说，背上行囊，就是过客；放下包袱，就找到了故乡。其实每个人都明白，人生没有绝对的安稳，既然我们都是过客，就该携一颗从容淡泊的心，走过山重水复的流年，笑看风尘起落的人间。,18,943,100,评论
予你情诗百首，余生你是我的所有,华语-流行-治愈,介绍：Without youHowever beautiful the city isIt is just null没有了你再怎么美丽的城市在我看来都只是一座空城Tomato and potatoFrench friesYou and me番茄和土豆番茄酱和炸薯条你和我For a long timeI don’t know what loneliness meansUntil I met you从前我不懂什么是孤独直到遇见你When I fell in love with youMy PHIs always lower than 7当我爱上你时我的PH始终低于7I prefer to waitBecauseYou are my fate我愿意去等待因为你是我的本命You and MeLovers and FriendsNo regret， No complain你和我恋人或者朋友不后悔，不抱怨When you love somebodyYou don't need proofYou can feel it当你爱一个人的时候你不需要证据就可以感受到TaI always remember that dayWhen I met youI love you我一直都记得那一天我见到了你我就爱上了你I love three things:the sun ，the moon and youthe sun is for the day ，the moon is for the nightand you forever我爱三样东西：太阳，月亮和你太阳留给白天，月亮留给夜晚而你留给永远I don't know the passion until i met youI don't know the sorrow until i left youBut now I do know the love when I cherish you遇见你之前我不知道热情离开你之前我不知道悲伤但是我现在知道要爱你在我珍惜你的时候By：朩朩青尘,81万,63672412,105,3380
深夜歌单 | 凌晨三点的心碎时刻,华语-流行-夜晚,介绍：人有时候会突然的就不快乐了，突然被回忆里的某个细节揪住，突然陷入深深的沉默不想说话,51271,39719924,110,66
乐队独白 | 没有人是一座孤岛,华语-摇滚-感动,介绍：没有人是一座孤岛却也在无数个相似的夜晚各自老去没有一个人能读懂另一个人，每一个人都很孤独。——赫尔曼·黑塞歌曲风格：Alternative Rock、Dream Pop、Indie Rock、Post Rock等封面：Marinel Sheu,5325,665501,78,13
还想复合吗说实话「0.8X / 0.7X」,华语-夜晚-孤独,介绍：“ 哪里会有人喜欢孤独，不过是不喜欢失望罢了。”,3910,310756,65,114
那个年代的摇滚繁华似锦,华语-摇滚-80后,介绍：流行的穿着，激进的思想，颓废的态度……可能都是一些偏见。摇滚不只是另类，摇滚也不只是流行，摇滚不是长发、皮衣、吉他加架子鼓，摇滚更不只是一个大喊大叫的沙嗓子！,36,3417,32,评论
100首经典华语电影主题曲,华语-怀旧-影视原声,介绍：精选100首经典华语电影的主题曲，这些音乐响起时，有没有一些经典的电影画面，浮现在你的脑海里……,1822,289303,99,评论
又是一年冬来临丨你相信重逢吗？,华语-感动-思念,介绍：那些没能相见的日子我都在期待重逢♡/封面来自网络,923,230759,29,45
休闲冬至｜雪天是神仙撒下的祝福,华语-流行-放松,介绍：喜欢那些闪光的东西✨ 比如冬天的雪花 ❄️天上的星星✨还有你的眼睛✰若逢新雪初霁，满月当空，下面平铺着皓影，上面流转着亮银，而你带笑地向我走来，月色和雪色之间，你是第三种绝色。,2,506,28,评论
【乐队band】浪漫和热情终生不弃,华语-摇滚-浪漫,介绍：别妄想用潦倒的言语将我圈住，我从不在破烂的情话里佝偻,10001,797704,85,51
民谣轻摇 旅途驰放！公路旅行越野自驾游,华语-民谣-摇滚,介绍：游离于城市中的灵魂．不忘初心，回归自我！或轻快抖腿、或情深款款…… 适合长、短途及城市里驾游．老调重弹：循序欣赏为佳！20.06.01.该辑还有两辑姊妹篇：车在路上行 人在醍醐间 以及 不羁的灵魂，撒野远方！小众国摇、黑金．,980,323386,76,3
生活就是我拔出耳机的喧嚣,华语-旅行-流行,介绍：最近辛苦了戴上耳机躲避世界的喧嚣吧/封面来自网络,1782,239213,32,36
